date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,"min_cloud_cover_10"
2022-11-26,13.6,5.5,6.6,-0.4,,,100,68,64.5,29,1.6,-0.8,-1.4,-4.3,27,16.38,15.5,4,41,21,101.8,101.43,101.39,100.99,99.67,99.3,99.28,98.89,24100,24100,24100,24100,,,,,11.4,0,1.6,0,0,0,0,0,,07:25:00,1669465500,7.42,16:44:00,1669499040,16.73,9.32,2,2,10,10,5,5,,,,,,4,0.9,2,0,,,,""
2022-11-25,7.6,5.55,3.8,0,,,100,78.1,81,62,7.2,1.9,2.8,-1.5,40,24.21,23,6,67,30,101.79,101.39,101.37,100.94,99.66,99.27,99.25,98.83,24100,21495.8,15250,6400,,,,,14.2,0,0,0,0,0.2,0.2,0,,07:24:00,1669379040,7.4,16:45:00,1669412700,16.75,9.35,1,1,8,8,0,0,,,,,,8,7.5,6.5,5,,,,""
2022-11-24,9.4,3.43,3.6,-2.2,,-3,100,91.5,77.5,55,5.5,2,2.1,-1.2,13,6.58,7.5,2,,,102.59,102.17,101.95,101.32,100.44,100.03,99.82,99.2,24100,6266.7,12150,200,,,,,14.4,0,0,0,0,0,0,0,,07:23:00,1669292580,7.38,16:46:00,1669326360,16.77,9.38,2,2,8,8,5,7,,,,,,8,5.4,4,0,,,,""
2022-11-23,8,2.62,2.45,-3.1,,-6,100,83.5,77.5,55,2.1,-0.2,-0.3,-2.7,12,7,7.5,3,,,102.6,102.39,102.33,102.06,100.45,100.24,100.18,99.92,24100,17566.7,16100,8100,,,,,15.6,0,0,0,0,0,0,0,0,07:22:00,1669206120,7.37,16:46:00,1669239960,16.77,9.4,2,2,7,7,-1,-1,,,,,,6,2,3,0,,,,""
2022-11-22,5.2,1.9,1.5,-2.2,,-4,93,74,77.5,62,0.4,-2.3,-2.4,-5.2,14,7.79,8,2,,,102.63,102.31,102.32,102.01,100.47,100.16,100.17,99.86,24100,24100,24100,24100,,,,,16.5,0,0,0,0,0,0,0,0,07:20:00,1669119600,7.33,16:47:00,1669153620,16.78,9.45,2,2,2,5,-2,-1,,,,,,8,5.7,4.5,1,,,,""
2022-11-21,7.2,0.68,-0.25,-7.7,,-12,74,59.9,58.5,43,-2.7,-6.4,-7.5,-12.2,46,22.71,26.5,7,64,24,102.59,102.01,101.96,101.34,100.4,99.85,99.8,99.2,24100,24100,24100,24100,,,,,18.2,0,0,0,0,0,0,0,4,07:19:00,1669033140,7.32,16:48:00,1669067280,16.8,9.48,1,2,5,5,-5,-5,,,,,,8,5.4,4,0,,,,""
2022-11-20,-3.4,-5.24,-5.45,-7.5,,-16,100,74.8,81,62,-5.5,-9.1,-8.4,-11.4,41,29.75,27.5,14,66,25,102.65,102.07,101.92,101.18,100.46,99.89,99.74,99.03,24100,19762.5,13250,2400,,,,,23.4,0,0,0,0,1.8,0,1.8,5,07:18:00,1668946680,7.3,16:48:00,1668980880,16.8,9.5,1,2,-2,-2,-6,-6,,,,,,7,4.1,4,1,,,,""
2022-11-19,-1.3,-3.08,-3.25,-5.2,,-12,100,66.2,75,50,-2.5,-8.7,-6.8,-11.1,34,26.25,24,14,51,21,101.75,101.48,101.43,101.11,99.59,99.33,99.27,98.96,24100,22995.8,13250,2400,,,,,21.2,0,0,0,0,0.4,0,0.4,3,07:17:00,1668860220,7.28,16:49:00,1668894540,16.82,9.53,1,1,-1,-1,-5,-4,,,,,,8,4.4,4,0,,,,""
2022-11-18,1.4,-1.22,-0.7,-2.8,,-10,84,74.8,71.5,59,-3.7,-5.2,-5,-6.4,37,28.25,28,19,57,27,101.65,101.4,101.47,101.29,99.5,99.25,99.33,99.15,24100,24100,24100,24100,,,,,18.7,0,0,0,0,0,0,0,3,07:15:00,1668773700,7.25,16:50:00,1668808200,16.83,9.58,1,1,1,1,-6,-3,,,,,,8,4.2,4.5,1,,,,""
2022-11-17,1.2,-0.78,-1.04,-3.3,,-9,99,78.9,82,65,-0.8,-4.1,-4.2,-7.5,30,20.33,19,8,49,29,101.56,101.41,101.36,101.16,99.41,99.26,99.22,99.02,24100,22900,16900,9700,,,,,19,0,0,0,0,0.4,0,0.4,5,07:14:00,1668687240,7.23,16:51:00,1668721860,16.85,9.62,1,1,2,3,-3,-2,,,,,,8,6.7,6,4,,,,""
2022-11-16,1.8,-0.6,-0.04,-1.9,,-8,100,92.2,87,74,-0.9,-1.8,-1.9,-2.8,20,13.38,12.5,5,27,5,101.75,101.43,101.49,101.23,99.6,99.29,99.34,99.09,24100,14737.5,12850,1600,,,,,18,0,0,0,0,5,0,5,7,07:13:00,1668600780,7.22,16:52:00,1668635520,16.87,9.65,1,1,2,2,-2,-2,,,,,,8,7.2,6.5,5,,,,""
2022-11-15,0.8,-0.46,-0.65,-2.1,,-7,100,80,79,58,-0.2,-3.8,-4.1,-8,26,16.75,16.5,7,40,5,103.18,102.71,102.51,101.85,101.01,100.54,100.36,99.7,24100,15529.2,12650,1200,,,,,18.6,0,0,0,0,4.2,0,4.2,1,07:11:00,1668514260,7.18,16:53:00,1668549180,16.88,9.7,1,1,4,4,0,0,,,,,,8,7.3,5,2,,,,""
2022-11-14,4.5,1.14,1.14,-2.2,,-6,80,57.8,60,40,-3.3,-6.5,-5.8,-8.4,21,13.75,14,7,33,26,103.1,102.87,102.76,102.43,100.93,100.7,100.6,100.27,24100,24100,24100,24100,,,,,16.9,0,0,0,0,0,0,0,,07:10:00,1668427800,7.17,16:54:00,1668462840,16.9,9.73,2,2,4,5,-3,-2,,,,,,8,6.2,4.5,1,,,,""
2022-11-13,4.3,1.45,1.25,-1.8,,-6,93,74.8,73.5,54,2.1,-2.7,-2.4,-6.9,30,19.42,20.5,11,42,31,102.39,101.8,101.81,101.24,100.23,99.66,99.68,99.12,24100,24100,24100,24100,,,,,16.8,0,0,0,0,0.2,0,0.2,,07:09:00,1668341340,7.15,16:55:00,1668376500,16.92,9.77,1,2,4,4,-2,1,,,,,,8,6.2,4.5,1,,,,""
2022-11-12,11.3,6.23,6.9,2.5,,,100,84.5,81.5,63,11.3,3.6,5.5,-0.2,33,21.5,23.5,14,51,29,101.18,100.76,100.65,100.12,99.07,98.66,98.56,98.05,24100,24100,24100,24100,,,,,11.1,0,1.9,0,0,0.6,0.6,0,,07:08:00,1668254880,7.13,16:56:00,1668290160,16.93,9.8,1,2,10,10,1,5,,,,,,8,6.8,5,2,,,,""
2022-11-11,14.6,12.61,12.85,11.1,,,100,89.9,80,60,13.5,10.8,9.9,6.3,23,9.88,14,5,49,31,101.48,100.74,100.72,99.95,99.4,98.67,98.64,97.89,24100,16429.2,12850,1600,,,,,5.2,0,7.8,5.8,2.8,9,9,0,,07:06:00,1668168360,7.1,16:57:00,1668203820,16.95,9.85,1,1,15,15,5,6,,,,,,8,7.6,6,4,,,,""
2022-11-10,21.3,14.7,14.55,7.8,,,75,46.3,52.5,30,6.3,2.8,2.5,-1.4,30,15,17,4,42,20,102.3,101.94,101.91,101.52,100.18,99.84,99.81,99.44,24100,24100,24100,24100,,,,,3.5,0,9.6,7.5,4.5,0,0,0,,07:05:00,1668081900,7.08,16:58:00,1668117480,16.97,9.88,3,3,18,18,11,12,,,,,,6,3.2,3,0,,,,""
2022-11-09,12.1,7.42,8.05,4,,,90,64.3,68,46,5.7,0.9,1.8,-2.2,18,11.75,10.5,3,32,14,103.85,103.05,103.11,102.36,101.69,100.91,100.97,100.24,24100,24100,24100,24100,,,,,9.9,0,3,1.1,0,0,0,0,,07:04:00,1667995440,7.07,16:59:00,1668031140,16.98,9.92,3,3,11,11,9,11,,,,,,5,1,2.5,0,,,,""
2022-11-08,9.7,5.29,6,2.3,,,88,68.8,61,34,1.9,-0.3,-2,-6,21,12.46,13,5,32,3,104.16,103.96,103.89,103.61,101.99,101.79,101.72,101.46,24100,24100,24100,24100,,,,,12,0,1,0,0,0,0,0,,07:02:00,1667908920,7.03,17:00:00,1667944800,17,9.97,3,3,10,10,1,2,,,,,,2,0.9,1,0,,,,""
2022-11-07,13.2,9.31,8.15,3.1,,,76,53.3,55.5,35,4.4,-0.1,0.6,-3.2,40,24.17,23.5,7,51,27,103.53,102.67,102.62,101.71,101.38,100.55,100.5,99.62,24100,24100,24100,24100,,,,,9.8,0,3.1,1.1,0,0,0,0,,07:01:00,1667822460,7.02,17:01:00,1667858460,17.02,10,3,3,13,13,3,5,,,,,,6,1.2,3,0,,,,""
2022-11-06,18.2,15.09,14.64,11.1,,,100,59.2,72,44,17.6,6.9,10.4,3.3,32,19.72,19.5,7,49,23,101.69,101.42,101.25,100.81,99.6,99.35,99.18,98.76,24100,23524,16900,9700,,,,,3.4,0,9.6,7.6,4.6,0,0,0,,07:00:00,1667736000,7,17:03:00,1667772180,17.05,10.05,3,3,17,17,9,9,,,,,,8,5.2,4.5,1,,,,""
2022-11-05,25.1,18.34,18.89,12.7,28,,93,69.9,70,47,15.9,12.5,13.3,10.7,37,18.58,22,7,64,24,101.54,101.08,101.03,100.52,99.46,99.01,98.96,98.46,24100,24100,24100,24100,,,,,0,0.9,13.9,11.9,8.9,5.2,5.2,0,,07:58:00,1667649480,7.97,18:04:00,1667685840,18.07,10.1,3,3,21,21,13,13,,,,,,8,6.6,6.5,5,,,,""
2022-11-04,20.8,13.72,14.3,7.8,,,100,80.4,77.5,55,12.1,9.9,9.9,7.8,19,10.58,10.5,2,33,20,102.24,101.94,101.91,101.58,100.12,99.83,99.81,99.49,24100,13491.7,12150,200,,,,,3.7,0,9.3,7.3,4.3,0,0,0,,07:57:00,1667563020,7.95,18:05:00,1667599500,18.08,10.13,3,3,19,20,13,14,,,,,,8,7.3,7,6,,,,""
2022-11-03,12.9,8.47,9.8,6.7,,,100,98.4,91,82,10.6,8.2,8.7,6.8,13,7.29,7.5,2,,,102.76,102.55,102.52,102.28,100.62,100.42,100.39,100.16,24100,4654.2,12150,200,,,,,8.2,0,4.8,2.8,0,0,0,0,,07:56:00,1667476560,7.93,18:06:00,1667513160,18.1,10.17,3,3,15,15,10,10,,,,,,7,2.1,4,1,,,,""
2022-11-02,14.8,9.4,10,5.2,,,100,90.3,85,70,10.2,7.8,7.5,4.8,14,7.33,8.5,3,,,102.89,102.73,102.64,102.4,100.76,100.61,100.53,100.29,24100,15925,12150,200,,,,,8,0,5,3,0,0,0,0,,07:54:00,1667390040,7.9,18:08:00,1667426880,18.13,10.23,3,3,14,15,8,8,,,,,,2,0.8,1,0,,,,""
2022-11-01,19.9,13.95,13.55,7.2,,,100,86,73.5,47,14.3,11.2,11.2,8.2,22,10.79,11.5,1,38,26,102.37,101.71,101.78,101.2,100.26,99.62,99.69,99.11,24100,15558.3,12450,800,,,,,4.5,0,8.6,6.5,3.5,10.4,10.4,0,,07:53:00,1667303580,7.88,18:09:00,1667340540,18.15,10.27,2,2,18,18,6,6,,,,,,8,3.7,4,0,,,,""
2022-10-31,11.5,9.49,8.69,5.9,,,100,96.5,91.5,83,11.1,8.9,8.2,5.3,12,5.21,6.5,1,,,101.57,101.3,101.34,101.11,99.46,99.2,99.24,99.01,24100,12858.3,13450,2800,,,,,9.3,0,3.7,1.7,0,3.4,3.4,0,,07:52:00,1667217120,7.87,18:10:00,1667254200,18.17,10.3,2,2,11,11,11,13,,,,,,8,7.2,6,4,,,,""
2022-10-30,13.9,7.16,7.8,1.7,,,100,88.8,72,44,7.8,5,4.7,1.6,12,6.04,7,2,,,102.52,102.08,102.07,101.62,100.4,99.95,99.96,99.51,24100,20562.5,12250,400,,,,,10.2,0,2.8,0.8,0,0,0,0,,07:50:00,1667130600,7.83,18:12:00,1667167920,18.2,10.37,3,3,15,15,5,7,,,,,,8,4,4,0,,,,""
2022-10-29,15.2,7.42,7.65,0.1,,,100,82.3,76,52,7.8,4.2,3.8,-0.2,13,5.88,7,1,,,103.2,102.97,102.89,102.58,101.04,100.83,100.74,100.45,24100,23900,21700,19300,,,,,10.3,0,2.6,0.6,0,0,0,0,,07:49:00,1667044140,7.82,18:13:00,1667081580,18.22,10.4,3,3,13,13,1,2,,,,,,5,1.2,2.5,0,,,,""
2022-10-28,10.6,5.76,5.95,1.3,,,88,75.2,74,60,3.9,1.6,1.6,-0.6,17,9.88,9.5,2,,,103.55,103.37,103.37,103.19,101.39,101.21,101.22,101.04,24100,24100,24100,24100,,,,,12.1,0,1,0,0,0,0,0,,07:48:00,1666957680,7.8,18:15:00,1666995300,18.25,10.45,3,3,11,11,0,1,,,,,,8,3.2,4,0,,,,""
2022-10-27,10.2,6.55,6,1.8,,,78,63.7,64.5,51,3.1,0.1,0.6,-1.9,39,16.46,21.5,4,43,32,103.34,102.72,102.48,101.63,101.18,100.59,100.36,99.53,24100,24100,24100,24100,,,,,12,0,1,0,0,0,0,0,,07:47:00,1666871220,7.78,18:16:00,1666908960,18.27,10.48,3,3,11,11,1,1,,,,,,7,3.5,3.5,0,,,,""
2022-10-26,14.3,11.98,10.6,6.9,,,100,95.5,90.5,81,14,11.3,10.1,6.1,41,14.38,22.5,4,57,33,101.48,100.65,100.91,100.34,99.38,98.57,98.82,98.27,24100,19625,15250,6400,,,,,7.4,0,5.6,3.6,0.6,9.4,9.4,0,,07:45:00,1666784700,7.75,18:18:00,1666822680,18.3,10.55,1,2,16,16,6,6,,,,,,8,6,4.5,1,,,,""
2022-10-25,17.3,13.3,12.55,7.8,,,100,91.6,85.5,71,14.4,11.9,11.3,8.3,13,7.25,7.5,2,,,101.74,101.37,101.3,100.86,99.65,99.28,99.22,98.79,24100,22033.3,16900,9700,,,,,5.5,0,7.5,5.5,2.5,0,0,0,,07:44:00,1666698240,7.73,18:19:00,1666736340,18.32,10.58,4,4,17,18,13,13,,,,,,7,4.5,3.5,0,,,,""
2022-10-24,18.9,12.15,12.05,5.2,,,95,76,74,53,9.8,7.8,7.1,4.4,14,6.17,7.5,1,,,102.35,102.14,102.08,101.81,100.24,100.03,99.98,99.72,24100,23766.7,20100,16100,,,,,6,0,7,5,2,0,0,0,,07:43:00,1666611780,7.72,18:21:00,1666650060,18.35,10.63,4,4,18,18,11,11,,,,,,3,1,1.5,0,,,,""
2022-10-23,18.8,13.26,12.6,6.4,,,92,63.7,65.5,39,8.1,6,5.7,3.3,15,8.12,8.5,2,,,102.47,102.31,102.28,102.09,100.36,100.2,100.18,100,24100,24100,24100,24100,,,,,5.4,0,7.6,5.6,2.6,0,0,0,,07:41:00,1666525260,7.68,18:22:00,1666563720,18.37,10.68,4,4,19,20,9,9,,,,,,5,1.4,2.5,0,,,,""
2022-10-22,21.2,15.38,15.89,10.6,,,78,52.4,59.5,41,7.7,5.5,5,2.3,22,13.92,12.5,3,39,22,102.07,101.7,101.71,101.35,99.98,99.62,99.62,99.27,24100,24100,24100,24100,,,,,2.1,0,10.9,8.9,5.9,0,0,0,,07:40:00,1666438800,7.67,18:24:00,1666477440,18.4,10.73,4,4,19,19,10,11,,,,,,7,1.4,3.5,0,,,,""
2022-10-21,17.6,9.88,8.95,0.3,,,100,65.3,67,34,4.5,2.5,2.6,0.8,27,13.04,15,3,51,21,101.42,101.27,101.24,101.07,99.3,99.16,99.14,98.97,24100,24100,24100,24100,,,,,9.1,0,4,2,0,0,0,0,,07:39:00,1666352340,7.65,18:25:00,1666391100,18.42,10.77,4,4,15,15,11,11,,,,,,6,2.1,3,0,,,,""
2022-10-20,6.8,4.24,4,1.2,,,98,77.7,78.5,59,2.6,0.6,0,-2.7,32,20.71,19.5,7,46,24,101.33,100.85,100.96,100.58,99.21,98.74,98.85,98.48,24100,23700,21700,19300,,,,,14,0,0,0,0,0.6,0.6,0,,07:38:00,1666265880,7.63,18:27:00,1666304820,18.45,10.82,2,2,8,8,1,2,,,,,,8,6.4,4,0,,,,""
2022-10-19,9.8,5.15,6.5,3.2,,,100,88.6,79,58,4.5,3.3,2.7,0.9,34,16.75,19.5,5,48,27,100.7,100.38,100.46,100.22,98.6,98.28,98.36,98.12,24100,21633.3,16900,9700,,,,,11.5,0,1.5,0,0,1.4,1.4,0,,07:36:00,1666179360,7.6,18:28:00,1666218480,18.47,10.87,2,2,9,9,3,3,,,,,,8,7.7,7,6,,,,""
2022-10-18,9.4,4.78,5.15,0.9,,,100,89.2,82,64,4.7,3,3.1,1.6,35,16.33,20,5,46,25,100.25,100.01,100,99.75,98.15,97.92,97.91,97.66,24100,21158.3,15250,6400,,,,,12.8,0,0.2,0,0,2,2,0,,07:35:00,1666092900,7.58,18:30:00,1666132200,18.5,10.92,2,2,8,9,3,4,,,,,,8,7,4.5,1,,,,""
2022-10-17,9.8,7.69,6.65,3.5,,,100,79.8,79.5,59,6.4,4.3,4,1.7,25,12.12,14,3,35,22,100.59,100.09,100.21,99.84,98.51,98.02,98.14,97.76,24100,24100,24100,24100,,,,,11.3,0,1.6,0,0,0.8,0.8,0,,07:34:00,1666006440,7.57,18:32:00,1666045920,18.53,10.97,2,2,10,10,3,4,,,,,,8,6.7,5,2,,,,""
2022-10-16,16.6,10.45,11.3,6,,,69,58,55.5,42,4.7,2.4,2.3,-0.1,29,14.38,18,7,44,23,101.41,101.12,101.06,100.7,99.31,99.03,98.97,98.62,24100,24100,24100,24100,,,,,6.7,0,6.3,4.3,1.3,0,0,0,,07:33:00,1665919980,7.55,18:33:00,1665959580,18.55,11,3,4,15,15,6,7,,,,,,8,6,4.5,1,,,,""
2022-10-15,13.3,10.25,9.6,5.9,,,95,58,66.5,38,8.6,2,2.8,-2.9,39,20.58,22,5,64,24,101.48,101.01,100.98,100.48,99.37,98.92,98.89,98.4,24100,24100,24100,24100,,,,,8.4,0,4.6,2.6,0,1.8,1.8,0,,07:31:00,1665833460,7.52,18:35:00,1665873300,18.58,11.07,3,3,12,13,3,4,,,,,,8,5.6,4.5,1,,,,""
2022-10-14,14.2,9.79,10.19,6.2,,,83,60.5,55.5,28,6,1.9,0.5,-5,28,13.88,17,6,53,23,101.26,101.01,101.01,100.75,99.16,98.92,98.92,98.67,24100,24100,24100,24100,,,,,7.8,0,5.2,3.2,0.2,0.4,0.4,0,,07:30:00,1665747000,7.5,18:37:00,1665787020,18.62,11.12,3,3,13,13,5,11,,,,,,7,3.6,4,1,,,,""
2022-10-13,15.5,12.62,11.2,6.9,,,100,82.7,78,56,16.1,9.5,9.3,2.6,31,15.83,18,5,46,21,100.81,100.32,100.4,100,98.72,98.26,98.34,97.96,24100,18754.2,15250,6400,,,,,6.8,0,6.2,4.2,1.2,11.4,11.4,0,,07:29:00,1665660540,7.48,18:38:00,1665700680,18.63,11.15,3,4,14,14,4,5,,,,,,8,5.5,4,0,,,,""
2022-10-12,19.9,16.69,16.85,13.8,,,100,68.3,77,54,16.4,10.7,11.6,6.8,20,12.79,13,6,37,18,101.9,101.24,101.16,100.41,99.82,99.17,99.08,98.35,24100,23900,21700,19300,,,,,1.1,0,11.8,9.8,6.8,4.8,4.8,0,,07:28:00,1665574080,7.47,18:40:00,1665614400,18.67,11.2,3,3,18,21,13,13,,,,,,8,7.1,5.5,3,,,,""
2022-10-11,22.4,14.15,13.7,5,,,74,59,56.5,39,11.1,6.1,5.7,0.3,26,10.29,13.5,1,45,23,102.35,102.18,102.13,101.91,100.23,100.07,100.03,99.83,24100,24100,24100,24100,,,,,4.3,0,8.7,6.7,3.7,0,0,0,,07:27:00,1665487620,7.45,18:42:00,1665528120,18.7,11.25,4,4,21,21,14,15,,,,,,6,1.6,3,0,,,,""
2022-10-10,15.9,10.55,10.95,6,,,84,62.8,61.5,39,6.8,3.4,3,-0.8,18,9.29,9.5,1,,,102.38,102.21,102.15,101.93,100.26,100.09,100.05,99.83,24100,24100,24100,24100,,,,,7,0,6,4,0.9,0,0,0,,07:25:00,1665401100,7.42,18:44:00,1665441840,18.73,11.32,4,4,15,15,4,4,,,,,,8,3.9,4.5,1,,,,""
2022-10-09,15.5,10.98,10.7,5.9,,,78,60.4,61.5,45,6.7,3.5,3.8,0.9,29,17.88,18.5,8,39,25,101.91,101.78,101.78,101.64,99.81,99.67,99.67,99.53,24100,24100,24100,24100,,,,,7.3,0,5.7,3.7,0.7,0,0,0,,07:24:00,1665314640,7.4,18:45:00,1665355500,18.75,11.35,4,4,17,17,7,8,,,,,,8,6.4,5,2,,,,""
2022-10-08,12.2,7.11,6.5,0.8,,,96,66.4,69.5,43,3.9,0.7,1.5,-0.9,32,17.46,20.5,9,53,26,102.46,102.21,102.14,101.82,100.32,100.08,100.01,99.71,24100,24100,24100,24100,,,,,11.5,0,1.5,0,0,0,0,0,,07:23:00,1665228180,7.38,18:47:00,1665269220,18.78,11.4,3,3,13,13,6,7,,,,,,7,5.8,4,1,,,,""
2022-10-07,13.3,9.3,7.6,1.9,,,87,68,72.5,58,10.5,3.7,5,-0.5,35,27.08,23,11,53,32,102.45,101.92,101.86,101.27,100.31,99.82,99.75,99.2,24100,23900,21700,19300,,,,,10.4,0,2.6,0.6,0,0.2,0.2,0,,07:22:00,1665141720,7.37,18:49:00,1665182940,18.82,11.45,2,2,9,11,3,3,,,,,,8,5.5,4.5,1,,,,""
2022-10-06,23.4,18.2,18.14,12.9,,,88,56.7,59,30,12.4,8.6,8.1,3.7,21,12.17,12.5,4,50,31,101.54,101.37,101.38,101.21,99.46,99.29,99.3,99.14,24100,24100,24100,24100,,,,,0,0.1,13.1,11.1,8.1,0.4,0.4,0,,07:20:00,1665055200,7.33,18:51:00,1665096660,18.85,11.52,4,4,22,22,7,7,,,,,,8,6.9,6,4,,,,""
2022-10-05,22.8,15.55,15.45,8.1,,,82,55.3,55.5,29,9.5,6.1,6.2,2.9,14,7.71,8,2,,,102,101.77,101.79,101.59,99.9,99.68,99.71,99.51,24100,24100,24100,24100,,,,,2.5,0,10.4,8.4,5.5,0,0,0,,07:19:00,1664968740,7.32,18:52:00,1665010320,18.87,11.55,5,5,22,22,12,12,,,,,,4,1.5,2,0,,,,""
2022-10-04,18.3,11.89,12.25,6.2,,,78,56.8,53,28,6,3.1,2.3,-1.4,14,8.83,8,2,,,102.54,102.26,102.28,102.01,100.42,100.15,100.16,99.9,24100,24100,24100,24100,,,,,5.8,0,7.2,5.2,2.2,0,0,0,,07:18:00,1664882280,7.3,18:54:00,1664924040,18.9,11.6,5,5,18,19,8,9,,,,,,7,4.7,3.5,0,,,,""
2022-10-03,16.2,9.61,9.5,2.8,,,73,56.9,55,37,3.6,1.1,1.4,-0.9,16,10,10.5,5,,,103.04,102.83,102.81,102.58,100.91,100.7,100.69,100.46,24100,24100,24100,24100,,,,,8.5,0,4.5,2.5,0,0,0,0,,07:17:00,1664795820,7.28,18:56:00,1664837760,18.93,11.65,5,5,17,17,4,5,,,,,,6,2.2,3,0,,,,""
2022-10-02,16,11.12,11.25,6.5,,,66,51,50,34,5.6,1,1.6,-2.4,27,19,17,7,43,3,102.96,102.73,102.67,102.39,100.83,100.61,100.56,100.29,24100,24100,24100,24100,,,,,6.8,0,6.2,4.2,1.2,0,0,0,,07:16:00,1664709360,7.27,18:58:00,1664751480,18.97,11.7,5,5,14,15,4,4,,,,,,7,1.9,3.5,0,,,,""
2022-10-01,20.2,14.36,14.6,9,,,91,66,66,41,9.3,7.6,6.2,3.2,32,14.83,17.5,3,44,3,102.38,102.21,102.22,102.06,100.28,100.11,100.12,99.96,24100,24100,24100,24100,,,,,3.4,0,9.6,7.6,4.6,0,0,0,,07:15:00,1664622900,7.25,18:59:00,1664665140,18.98,11.73,4,6,18,19,7,7,,,,,,8,5.9,5,2,,,,""
2022-09-30,17.6,11.79,11.6,5.6,,,91,62.4,65.5,40,7.6,4.2,4,0.5,14,7.33,8,2,,,102.98,102.71,102.64,102.31,100.85,100.59,100.53,100.21,24100,24100,24100,24100,,,,,6.4,0,6.6,4.6,1.6,0,0,0,,07:13:00,1664536380,7.22,19:01:00,1664578860,19.02,11.8,5,5,17,17,9,9,,,,,,5,2,2.5,0,,,,""
2022-09-29,16.2,11.84,12.14,8.1,,,83,66.9,65.5,48,6.8,5.7,5,3.3,14,6.79,7.5,1,,,103.39,103.17,103.2,103.01,101.26,101.04,101.07,100.88,24100,24100,24100,24100,,,,,5.9,0,7.1,5.1,2.1,0,0,0,,07:12:00,1664449920,7.2,19:03:00,1664492580,19.05,11.85,5,5,15,15,4,5,,,,,,8,2.9,4,0,,,,""
2022-09-28,13.6,11.76,11.8,10,,,100,81.2,82.5,65,11.6,8.5,9.1,6.5,26,21.25,19.5,13,38,32,103.1,102.4,102.35,101.6,100.97,100.29,100.24,99.51,24100,24100,24100,24100,,,,,6.2,0,6.8,4.8,1.8,0,0,0,,07:11:00,1664363460,7.18,19:05:00,1664406300,19.08,11.9,3,3,15,15,4,4,,,,,,8,7.1,6.5,5,,,,""
2022-09-27,17.8,13.47,14.55,11.3,,,100,87.4,81.5,63,12.6,11.3,11,9.4,26,17.5,14.5,3,38,24,101.55,100.82,100.92,100.28,99.46,98.75,98.84,98.22,24100,23900,21700,19300,,,,,3.5,0,9.6,7.5,4.5,1.8,1.8,0,,07:10:00,1664277000,7.17,19:07:00,1664320020,19.12,11.95,3,3,14,15,10,10,,,,,,8,7.2,7,6,,,,""
2022-09-26,17.4,13.13,13.89,10.4,,,100,86.9,82,64,12.2,10.8,10.7,9.2,37,24.38,25.5,14,50,27,100.24,99.99,100.08,99.91,98.18,97.94,98.02,97.86,24100,23566.7,20100,16100,,,,,4.1,0,8.9,6.9,3.9,2.4,2.4,0,,07:09:00,1664190540,7.15,19:09:00,1664233740,19.15,12,2,3,17,17,12,12,,,,,,8,6.5,5,2,,,,""
2022-09-25,18.6,14.92,15.5,12.4,,,100,90.5,81.5,63,15.8,13.3,11.9,8.1,23,10.08,13,3,33,17,100.84,100.2,100.38,99.92,98.77,98.14,98.32,97.88,24100,17954.2,14450,4800,,,,,2.5,0,10.5,8.5,5.5,23.2,23.2,0,,07:08:00,1664104080,7.13,19:10:00,1664147400,19.17,12.03,3,3,18,18,12,12,,,,,,8,7.5,7,6,,,,""
2022-09-24,18.6,12.73,12.2,5.8,,,90,65.7,66.5,43,8.6,6.2,6.4,4.2,18,8.54,10,2,,,102.06,101.61,101.5,100.94,99.95,99.51,99.41,98.87,24100,24100,24100,24100,,,,,5.8,0,7.2,5.2,2.2,0,0,0,,07:07:00,1664017620,7.12,19:12:00,1664061120,19.2,12.08,5,5,19,19,12,13,,,,,,8,5.8,5.5,3,,,,""
